2300.0	74.0	26.0
1649.0	74.0	31.0
2003.0	74.0	32.0
2125.0	74.0	28.0
2108.0	74.0	24.0
2246.0	74.0	26.0
2489.0	74.0	24.0
2391.0	74.0	26.0
2000.0	74.0	31.0
3264.0	75.0	19.0
3459.0	75.0	18.0
3432.0	75.0	15.0
3158.0	75.0	15.0
4668.0	75.0	16.0
4440.0	75.0	15.0
4498.0	75.0	16.0
4657.0	75.0	14.0
3907.0	75.0	17.0
3897.0	75.0	16.0
3730.0	75.0	15.0
3785.0	75.0	18.0
3039.0	75.0	21.0
3221.0	75.0	20.0
3169.0	75.0	13.0
2171.0	75.0	29.0
2639.0	75.0	23.0
2914.0	75.0	20.0
2592.0	75.0	23.0
2702.0	75.0	24.0
2223.0	75.0	25.0
2545.0	75.0	24.0
2984.0	75.0	18.0
1937.0	75.0	29.0
3211.0	75.0	19.0
2694.0	75.0	23.0
2957.0	75.0	23.0
2945.0	75.0	22.0
2671.0	75.0	25.0
1795.0	75.0	33.0
2464.0	76.0	28.0
2220.0	76.0	25.0
2572.0	76.0	25.0
2255.0	76.0	26.0
2202.0	76.0	27.0
4215.0	76.0	17.5
4190.0	76.0	16.0
3962.0	76.0	15.5
4215.0	76.0	14.5
3233.0	76.0	22.0
3353.0	76.0	22.0
3012.0	76.0	24.0
3085.0	76.0	22.5
2035.0	76.0	29.0
2164.0	76.0	24.5
1937.0	76.0	29.0
1795.0	76.0	33.0
3651.0	76.0	20.0
3574.0	76.0	18.0
3645.0	76.0	18.5
3193.0	76.0	17.5
1825.0	76.0	29.5
1990.0	76.0	32.0
2155.0	76.0	28.0
2565.0	76.0	26.5
3150.0	76.0	20.0
3940.0	76.0	13.0
3270.0	76.0	19.0
2930.0	76.0	19.0
3820.0	76.0	16.5
4380.0	76.0	16.5
4055.0	76.0	13.0
3870.0	76.0	13.0
3755.0	76.0	13.0
2045.0	77.0	31.5
2155.0	77.0	30.0
1825.0	77.0	36.0
2300.0	77.0	25.5
1945.0	77.0	33.5
3880.0	77.0	17.5
4060.0	77.0	17.0
4140.0	77.0	15.5
4295.0	77.0	15.0
3520.0	77.0	17.5
3425.0	77.0	20.5
3630.0	77.0	19.0
3525.0	77.0	18.5
4220.0	77.0	16.0
4165.0	77.0	15.5
4325.0	77.0	15.5
4335.0	77.0	16.0
1940.0	77.0	29.0
2740.0	77.0	24.5
2265.0	77.0	26.0
2755.0	77.0	25.5
2051.0	77.0	30.5
2075.0	77.0	33.5
1985.0	77.0	30.0
2190.0	77.0	30.5
2815.0	77.0	22.0
2600.0	77.0	21.5
2720.0	77.0	21.5
1985.0	78.0	43.1
1800.0	78.0	36.1
1985.0	78.0	32.8
2070.0	78.0	39.4
1800.0	78.0	36.1
3365.0	78.0	19.9
3735.0	78.0	19.4
3570.0	78.0	20.2
3535.0	78.0	19.2
3155.0	78.0	20.5
2965.0	78.0	20.2
2720.0	78.0	25.1
3430.0	78.0	20.5
3210.0	78.0	19.4
3380.0	78.0	20.6
3070.0	78.0	20.8
3620.0	78.0	18.6
3410.0	78.0	18.1
3425.0	78.0	19.2
3445.0	78.0	17.7
3205.0	78.0	18.1
4080.0	78.0	17.5
2155.0	78.0	30.0
2560.0	78.0	27.5
2300.0	78.0	27.2
2230.0	78.0	30.9
2515.0	78.0	21.1
2745.0	78.0	23.2
2855.0	78.0	23.8
2405.0	78.0	23.9
2830.0	78.0	20.3
3140.0	78.0	17.0
2795.0	78.0	21.6
3410.0	78.0	16.2
1990.0	78.0	31.5
2135.0	78.0	29.5
3245.0	79.0	21.5
2990.0	79.0	19.8
2890.0	79.0	22.3
3265.0	79.0	20.2
3360.0	79.0	20.6
3840.0	79.0	17.0
3725.0	79.0	17.6
3955.0	79.0	16.5
3830.0	79.0	18.2
4360.0	79.0	16.9
4054.0	79.0	15.5
3605.0	79.0	19.2
3940.0	79.0	18.5
1925.0	79.0	31.9
1975.0	79.0	34.1
1915.0	79.0	35.7
2670.0	79.0	27.4
3530.0	79.0	25.4
3900.0	79.0	23.0
3190.0	79.0	27.2
3420.0	79.0	23.9
2200.0	79.0	34.2
2150.0	79.0	34.5
2020.0	79.0	31.8
2130.0	79.0	37.3
2670.0	79.0	28.4
2595.0	79.0	28.8
2700.0	79.0	26.8
2556.0	79.0	33.5
2144.0	80.0	41.5
1968.0	80.0	38.1
2120.0	80.0	32.1
2019.0	80.0	37.2
2678.0	80.0	28.0
2870.0	80.0	26.4
3003.0	80.0	24.3
3381.0	80.0	19.1
2188.0	80.0	34.3
2711.0	80.0	29.8
2542.0	80.0	31.3
2434.0	80.0	37.0
2265.0	80.0	32.2
2110.0	80.0	46.6
2800.0	80.0	27.9
2110.0	80.0	40.8
2085.0	80.0	44.3
2335.0	80.0	43.4
2950.0	80.0	36.4
3250.0	80.0	30.0
1850.0	80.0	44.6
2145.0	80.0	33.8
1845.0	80.0	29.8
2910.0	80.0	32.7
2420.0	80.0	23.7
2500.0	80.0	35.0
2290.0	80.0	32.4
2490.0	81.0	27.2
2635.0	81.0	26.6
2620.0	81.0	25.8
2725.0	81.0	23.5
2385.0	81.0	30.0
1755.0	81.0	39.1
1875.0	81.0	39.0
1760.0	81.0	35.1
2065.0	81.0	32.3
1975.0	81.0	37.0
2050.0	81.0	37.7
1985.0	81.0	34.1
2215.0	81.0	34.7
2045.0	81.0	34.4
2380.0	81.0	29.9
2190.0	81.0	33.0
2210.0	81.0	33.7
2350.0	81.0	32.4
2615.0	81.0	32.9
2635.0	81.0	31.6
3230.0	81.0	28.1
3160.0	81.0	30.7
2900.0	81.0	25.4
2930.0	81.0	24.2
3415.0	81.0	22.4
3725.0	81.0	26.6
3060.0	81.0	20.2
3465.0	81.0	17.6
2605.0	82.0	28.0
2640.0	82.0	27.0
2395.0	82.0	34.0
2575.0	82.0	31.0
2525.0	82.0	29.0
2735.0	82.0	27.0
2865.0	82.0	24.0
1980.0	82.0	36.0
2025.0	82.0	37.0
1970.0	82.0	31.0
2125.0	82.0	38.0
2125.0	82.0	36.0
2160.0	82.0	36.0
2205.0	82.0	36.0
1965.0	82.0	38.0
1965.0	82.0	32.0
1995.0	82.0	38.0
2945.0	82.0	25.0
3015.0	82.0	38.0
2585.0	82.0	26.0
2665.0	82.0	32.0
2370.0	82.0	36.0
2950.0	82.0	27.0
2790.0	82.0	27.0
2130.0	82.0	44.0
2295.0	82.0	32.0
2625.0	82.0	28.0
2720.0	82.0	31.0
